;vegnr;vegkategori;Antall siffer;bbox
458;FV1714;F;4;10.8785,60.9608,10.9599,60.9653
459;FV1716;F;4;10.9487,60.8863,11.007,60.9939
460;FV1718;F;4;10.9459,60.8839,11.0321,60.9473
461;FV172;F;3;11.1699,59.923,11.2508,59.9868
462;FV1720;F;4;11.0064,60.9243,11.0305,60.9263
463;FV1722;F;4;10.9962,60.8508,11.016,60.8871
464;FV1724;F;4;11.0158,60.872,11.0394,60.9025
465;FV1726;F;4;11.029,60.8396,11.0505,60.9275
466;FV1728;F;4;11.0449,60.8527,11.086,60.8841
467;FV173;F;3;11.2614,60.0075,11.4492,60.127
468;FV1732;F;4;11.0422,60.8717,11.0787,60.886
469;FV1734;F;4;11.0517,60.795,11.0633,60.8218
470;FV1736;F;4;10.9649,60.8209,11.0308,60.866
471;FV1738;F;4;10.9875,60.8337,11.0283,60.8477
472;FV174;F;3;11.1614,60.1234,11.3032,60.1653
473;FV1740;F;4;11.067,60.8135,11.0958,60.821
474;FV1744;F;4;10.9934,60.805,11.083,60.8547
475;FV1746;F;4;11.0083,60.8188,11.0529,60.8353
476;FV1747;F;4;11.0401,60.7921,11.0588,60.8004
477;FV1748;F;4;11.0715,60.8295,11.1008,60.8354
478;FV175;F;3;11.3631,59.9777,11.9764,60.2547
479;FV1750;F;4;11.0267,60.7949,11.0573,60.8058
480;FV1752;F;4;11.0237,60.8021,11.0472,60.8115
481;FV1754;F;4;11.0847,60.797,11.0883,60.7984
482;FV1756;F;4;11.0826,60.802,11.083,60.805
483;FV1758;F;4;11.0379,60.7916,11.0786,60.8021
484;FV176;F;3;11.0681,60.2098,11.1816,60.2545
485;FV1760;F;4;10.7121,60.795,10.839,60.8385
486;FV1768;F;4;10.74,60.8071,10.7815,60.8415
487;FV177;F;3;11.2136,60.1223,11.4634,60.4013
488;FV1770;F;4;11.0456,60.8042,11.053,60.8153
489;FV1772;F;4;11.0786,60.7933,11.0873,60.7949
490;FV1774;F;4;10.9062,60.8645,10.9651,60.8865
491;FV1776;F;4;10.9071,60.883,10.9455,60.8945
492;FV1778;F;4;11.0813,60.835,11.1017,60.8612
493;FV178;F;3;11.0244,60.132,11.1892,60.1513
494;FV1780;F;4;10.7973,60.8864,10.9441,60.9943
495;FV1782;F;4;10.8125,60.9073,10.8846,60.9206
496;FV1784;F;4;10.8726,60.8964,10.8803,60.9073
497;FV1786;F;4;10.7276,60.8936,10.845,60.9027
498;FV1788;F;4;10.731,60.9025,10.7562,60.9174
499;FV179;F;3;11.1842,60.1813,11.3928,60.2199
500;FV1790;F;4;10.7902,60.8393,10.9002,60.8712
501;FV1792;F;4;11.099,60.8218,11.117,60.8336
502;FV1794;F;4;11.097,60.8149,11.1321,60.8787
503;FV1796;F;4;11.1082,60.8142,11.2093,60.8989
504;FV1798;F;4;11.1099,60.815,11.2306,60.8989
505;FV180;F;3;10.6454,60.3134,11.1466,60.4594
506;FV1800;F;4;11.1441,60.8052,11.1555,60.8428
507;FV1802;F;4;11.118,60.8283,11.1365,60.8686
508;FV1804;F;4;11.1628,60.8096,11.2073,60.8228
509;FV1806;F;4;11.1882,60.8199,11.1927,60.8331
510;FV1808;F;4;11.1287,60.8623,11.4176,60.8769
511;FV1809;F;4;11.3629,60.8471,11.3755,60.8512
512;FV181;F;3;11.1945,60.3223,11.5374,60.4033
513;FV1812;F;4;11.1484,60.7539,11.1666,60.8053
514;FV1814;F;4;11.1526,60.7723,11.1875,60.7863
515;FV1816;F;4;11.2017,60.7884,11.2093,60.8226
516;FV1818;F;4;11.1688,60.7993,11.1908,60.8138
517;FV1820;F;4;11.2283,60.8262,11.2441,60.8864
518;FV1822;F;4;11.1867,60.7788,11.2055,60.7855
519;FV1824;F;4;11.269,60.796,11.2755,60.8278
520;FV1826;F;4;11.2719,60.8011,11.3021,60.8183
521;FV1828;F;4;11.2899,60.8137,11.3159,60.8889
522;FV183;F;3;11.0722,60.7956,11.0726,60.7996
523;FV1830;F;4;11.3024,60.8257,11.3252,60.8633
524;FV1832;F;4;11.342,60.8342,11.3537,60.8682
525;FV1834;F;4;11.3583,60.8458,11.3742,60.89
526;FV1836;F;4;11.306,60.7872,11.3472,60.7894
527;FV1838;F;4;11.2978,60.7974,11.3095,60.8067
528;FV184;F;3;10.7818,60.8179,11.095,60.898
529;FV1840;F;4;11.3331,60.7879,11.3511,60.815
530;FV1842;F;4;11.3526,60.7937,11.384,60.8007
531;FV1844;F;4;11.3095,60.7398,11.5925,60.8287
532;FV1846;F;4;11.3396,60.8179,11.3839,60.8279
533;FV1848;F;4;11.3722,60.7374,11.5082,60.8461
534;FV1850;F;4;11.3309,60.7461,11.3479,60.7783
535;FV1852;F;4;11.0841,60.7574,11.1065,60.784
536;FV1854;F;4;11.1112,60.7821,11.1526,60.7875
537;FV1856;F;4;11.1017,60.7098,11.1638,60.7764
538;FV1858;F;4;11.1098,60.7452,11.2804,60.7597
539;FV186;F;3;11.0455,60.8006,11.0711,60.8293
540;FV1860;F;4;11.1258,60.7301,11.1362,60.7472
541;FV1862;F;4;11.1368,60.711,11.1869,60.7307
542;FV1864;F;4;11.1291,60.6885,11.1915,60.7173
543;FV1866;F;4;11.1575,60.6507,11.1904,60.7152
544;FV1868;F;4;12.2581,60.2473,12.448,60.3943
545;FV1869;F;4;12.2354,60.418,12.5698,60.66
546;FV187;F;3;11.0477,60.797,11.0883,60.8057
547;FV1870;F;4;11.1311,60.6885,11.1575,60.6929
548;FV1872;F;4;11.1878,60.6234,11.238,60.6571
549;FV1874;F;4;11.235,60.7239,11.2579,60.7509
550;FV1886;F;4;11.3265,60.6991,11.3662,60.7967
551;FV1890;F;4;11.2928,60.6213,11.3506,60.6851
552;FV1892;F;4;11.3303,60.6002,11.3405,60.6358
553;FV1894;F;4;11.2681,60.5493,11.2726,60.5811
554;FV1896;F;4;11.2448,60.4425,11.483,60.5164
555;FV1898;F;4;11.197,60.7153,11.2236,60.7228
556;FV1900;F;4;11.2613,60.6336,11.3053,60.8041
557;FV1902;F;4;11.2153,60.6811,11.2793,60.6915
558;FV1904;F;4;11.161,60.6958,11.1818,60.6982
559;FV1906;F;4;11.1957,60.6859,11.2075,60.7162
560;FV1908;F;4;11.1833,60.7342,11.2225,60.7969
561;FV1910;F;4;11.2225,60.773,11.24,60.7772
562;FV1912;F;4;11.24,60.7616,11.2633,60.7772
563;FV1914;F;4;11.2396,60.7022,11.4072,60.7372
564;FV1916;F;4;11.2648,60.7322,11.3967,60.7662
565;FV1918;F;4;11.3662,60.7379,11.4005,60.7404
566;FV1920;F;4;11.2804,60.7442,11.3441,60.8167
567;FV1922;F;4;11.3633,60.6725,11.3705,60.712
568;FV1924;F;4;11.7405,60.2078,11.889,60.2466
569;FV1926;F;4;11.4793,60.4033,11.4966,60.4492
570;FV1928;F;4;11.5373,60.3815,11.6071,60.4381
571;FV1930;F;4;11.6112,60.4321,11.6216,60.4522
572;FV1932;F;4;11.6139,60.4285,11.6362,60.4907
573;FV1934;F;4;11.6221,60.4274,11.6408,60.4708
574;FV1936;F;4;11.6435,60.2786,11.667,60.339
575;FV1938;F;4;11.6575,60.2595,11.683,60.2984
576;FV1940;F;4;11.6358,60.2355,11.8209,60.3073
577;FV1941;F;4;11.7397,60.22,11.8144,60.2379
578;FV1942;F;4;11.6323,60.2174,11.6523,60.2434
579;FV1944;F;4;11.5884,60.15,11.6546,60.1788
580;FV1946;F;4;11.639,60.1081,11.818,60.2095
581;FV1948;F;4;11.8791,60.1561,11.8925,60.1953
582;FV1950;F;4;11.8352,60.1911,11.8839,60.2075
583;FV1952;F;4;11.8196,60.2149,11.9288,60.2503
584;FV1954;F;4;11.8894,60.2,11.9132,60.2077
585;FV196;F;3;11.9864,60.1863,12.0086,60.1925
586;FV1960;F;4;11.9657,59.9363,12.0601,59.9878
587;FV1964;F;4;12.0411,59.8929,12.0967,59.9598
588;FV1966;F;4;12.0566,59.9392,12.0754,59.9733
589;FV1968;F;4;12.0434,59.9874,12.0793,60.0189
590;FV1970;F;4;12.0666,59.9845,12.1218,60.0307
591;FV1972;F;4;12.0871,59.9811,12.1059,60.0081
592;FV1974;F;4;12.1143,59.8895,12.1713,59.9808
593;FV1976;F;4;12.196,59.9244,12.2263,59.9504
594;FV1978;F;4;12.1531,59.9502,12.2017,59.9588
595;FV198;F;3;11.8889,60.1896,11.995,60.215
596;FV1980;F;4;12.2011,59.9486,12.2372,59.9539
597;FV1982;F;4;12.1256,59.9716,12.1746,59.9866
598;FV1984;F;4;12.219,60.1056,12.2357,60.1317
599;FV1986;F;4;12.125,60.0449,12.1562,60.1037
600;FV1988;F;4;12.1194,59.9827,12.1282,60.0307
601;FV1990;F;4;11.9839,59.899,11.9933,59.9358
602;FV1992;F;4;12.0334,60.0927,12.4958,60.1453
603;FV1994;F;4;12.1746,59.9844,12.237,59.9967
604;FV1996;F;4;12.196,59.9377,12.2172,59.9563
605;FV1998;F;4;12.3677,59.9989,12.3775,60.0054
606;FV2000;F;4;12.015,60.0899,12.0437,60.1441
607;FV2002;F;4;12.0592,60.1792,12.1045,60.2531
608;FV2003;F;4;12.0545,60.1439,12.0697,60.1828
609;FV2004;F;4;12.077,60.2361,12.1065,60.26
610;FV2006;F;4;12.0034,60.2731,12.0916,60.3214
611;FV2008;F;4;11.9412,60.3339,12.0078,60.353
612;FV201;F;3;12.0545,60.3864,12.586,60.4562
613;FV2010;F;4;11.9472,60.3425,11.9884,60.3503
614;FV2012;F;4;12.0563,60.2792,12.1131,60.3489
615;FV2014;F;4;12.1042,60.1853,12.3269,60.2759
616;FV2018;F;4;12.3907,60.2592,12.5065,60.4098
617;FV202;F;3;12.1166,59.9563,12.373,60.1469
618;FV2022;F;4;12.0086,60.1948,12.0112,60.1978
619;FV2024;F;4;12.0076,60.2534,12.0545,60.3173
620;FV2026;F;4;11.979,60.18,11.999,60.1906
621;FV2028;F;4;11.9984,60.1966,11.9999,60.2044
622;FV2030;F;4;11.9833,60.1983,11.986,60.2007
623;FV2032;F;4;12.0174,60.1702,12.0237,60.1797
624;FV2034;F;4;12.0198,60.1797,12.0218,60.1873
625;FV2038;F;4;12.4035,60.3844,12.4399,60.4182
626;FV2040;F;4;12.0719,60.407,12.2502,60.492
627;FV2044;F;4;12.0416,60.4242,12.1101,60.4328
628;FV2046;F;4;12.0408,60.4008,12.0806,60.429
629;FV2048;F;4;11.9182,60.4546,12.0115,60.5458
630;FV205;F;3;12.0433,60.2469,12.2581,60.3037
631;FV2050;F;4;11.9488,60.4827,12.0025,60.4898
632;FV2052;F;4;12.082,60.492,12.1411,60.5001
633;FV2054;F;4;12.0884,60.5006,12.1088,60.5098
634;FV2056;F;4;12.0676,60.4904,12.0939,60.5472
635;FV2058;F;4;12.012,60.5263,12.0284,60.5529
636;FV206;F;3;11.9704,60.5899,12.455,60.7065
637;FV2060;F;4;11.9254,60.5248,11.9968,60.5346
638;FV2062;F;4;11.8797,60.5356,12.0608,60.5623
639;FV2064;F;4;11.9775,60.5564,12.0173,60.5756
640;FV2066;F;4;12.026,60.5617,12.0488,60.5831
641;FV2068;F;4;12.0513,60.5782,12.0962,60.5967
642;FV2070;F;4;12.0671,60.5519,12.339,60.587
643;FV2072;F;4;12.5345,60.5586,12.5692,60.5608
644;FV2074;F;4;11.9052,60.546,11.9706,60.5896
645;FV2076;F;4;11.8194,60.5956,11.9253,60.6499
646;FV2078;F;4;11.9703,60.6031,11.9835,60.6173
647;FV208;F;3;12.0636,61.0592,12.5748,61.1188
648;FV2080;F;4;11.9242,60.6267,11.953,60.6757
649;FV2082;F;4;12.0347,60.6124,12.3068,60.6915
650;FV2084;F;4;11.9086,60.6353,12.0452,60.6981
651;FV2086;F;4;12.0335,60.6476,12.0438,60.6675
652;FV2088;F;4;11.8282,60.6599,12.0653,60.7054
653;FV209;F;3;11.5353,60.2466,11.7709,60.4323
654;FV2090;F;4;12.43,60.6043,12.4563,60.6878
655;FV2094;F;4;11.771,60.6894,12.3151,60.8834
656;FV2096;F;4;11.6745,60.8375,12.0687,60.9545
657;FV2098;F;4;11.8603,60.6989,11.9499,60.749
658;FV21;F;2;11.3925,59.1227,12.119,59.9851
659;FV210;F;3;11.5448,60.1933,12.03,60.8826
660;FV2100;F;4;11.8347,60.6712,11.9409,60.7715
661;FV2102;F;4;11.8535,60.7031,11.8747,60.742
662;FV2104;F;4;11.8044,60.7158,11.8291,60.7254
663;FV2106;F;4;11.8252,60.7054,11.8359,60.7333
664;FV2108;F;4;11.8003,60.6732,11.814,60.6757
665;FV211;F;3;11.0015,59.617,11.0562,59.6562
666;FV2112;F;4;11.7932,60.6512,11.8231,60.689
667;FV2114;F;4;11.7881,60.7041,11.8175,60.7133
668;FV2116;F;4;11.8268,60.6559,11.842,60.6995
669;FV2118;F;4;11.6355,60.8023,11.7239,60.8419
670;FV212;F;3;10.8388,60.8056,10.9123,60.887
671;FV2122;F;4;11.396,60.9793,11.4609,61.0173
672;FV2126;F;4;11.5989,60.8887,11.7879,60.9135
673;FV2128;F;4;11.7733,60.8993,11.8087,60.9421
674;FV213;F;3;10.4326,60.7621,10.9413,61.1316
675;FV2130;F;4;11.7897,60.8993,11.8249,60.9127
676;FV2132;F;4;11.7409,60.9444,11.7892,60.9873
677;FV2134;F;4;11.7167,60.9403,11.7343,60.9676
678;FV2136;F;4;11.5964,60.9248,11.6717,60.973
679;FV2138;F;4;11.6214,60.9394,11.673,60.9505
680;FV2140;F;4;11.6519,60.9321,11.6745,60.9427
681;FV2142;F;4;11.4544,60.9057,11.7475,61.161
682;FV2144;F;4;11.6716,60.9538,11.7337,61.0124
683;FV2146;F;4;11.6707,60.8418,11.7046,60.8897
684;FV2148;F;4;11.5605,60.8671,11.5769,60.8782
685;FV215;F;3;11.3658,61.1306,12.1404,61.4154
686;FV2150;F;4;11.5626,60.871,11.5658,60.8779
687;FV2152;F;4;11.6054,60.8295,11.6144,60.8331
688;FV2154;F;4;11.5538,60.882,11.5649,60.8854
689;FV2155;F;4;11.3465,61.0643,11.3517,61.0848
690;FV2156;F;4;11.801,61.0873,11.9907,61.2989
691;FV2158;F;4;11.7331,61.107,11.9837,61.2559
692;FV216;F;3;10.4666,60.9283,10.7978,61.1116
693;FV2160;F;4;11.8902,61.229,12.255,61.3158
694;FV2162;F;4;12.502,61.1342,12.6845,61.3841
695;FV2164;F;4;12.4483,61.1515,12.5506,61.1913
696;FV2166;F;4;12.5801,61.0635,12.6873,61.0771
697;FV2168;F;4;12.6906,61.1724,12.7522,61.2258
698;FV217;F;3;11.1963,61.6956,11.7855,61.9074
699;FV2170;F;4;12.4921,61.2561,12.8122,61.5677
700;FV2172;F;4;12.2301,61.2743,12.3067,61.5417
701;FV2174;F;4;11.9164,61.4147,12.1297,61.4884
702;FV2176;F;4;11.7068,61.5205,12.0844,61.8062
703;FV2178;F;4;11.9823,61.1162,12.0505,61.247
704;FV218;F;3;12.029,61.8711,12.1829,61.8901
705;FV2182;F;4;11.2762,61.1023,11.3692,61.144
706;FV2184;F;4;11.2055,61.133,11.3198,61.1431
707;FV2186;F;4;11.3682,61.0849,11.3964,61.0912
708;FV2188;F;4;11.0412,61.1358,11.3889,61.5626
709;FV219;F;3;10.2293,61.7289,10.8341,61.7967
710;FV2192;F;4;11.6253,61.3122,11.7321,61.3832
711;FV2194;F;4;11.6788,61.3038,11.7906,61.497
712;FV2196;F;4;11.3703,61.1308,11.3719,61.1348
713;FV2198;F;4;11.2566,61.3283,11.2647,61.3306
714;FV22;F;2;10.9299,59.9803,10.9924,59.9895
715;FV220;F;3;11.3508,58.8786,11.5354,59.4169
716;FV2200;F;4;10.828,61.5687,11.0502,61.7449
717;FV2204;F;4;10.1552,61.5325,10.7547,61.7448
718;FV2206;F;4;11.3185,61.2267,11.3341,61.2615
719;FV2208;F;4;11.7322,61.8113,11.917,61.8452
720;FV221;F;3;11.9402,62.0623,12.2377,62.1672
721;FV2210;F;4;11.9351,61.9179,12.0808,62.084
722;FV2212;F;4;11.1345,61.7324,11.2112,61.7944
723;FV2216;F;4;10.8799,61.835,11.0781,61.8893
724;FV2218;F;4;10.8037,61.933,11.1077,62.278
725;FV222;F;3;11.0786,60.6165,11.3011,60.7963
726;FV2220;F;4;11.0666,61.8804,11.0964,61.9038
727;FV2222;F;4;10.6228,62.1106,10.9992,62.409
728;FV2224;F;4;10.5507,62.1154,10.5576,62.1226
729;FV2226;F;4;10.624,62.0927,10.6457,62.1011
730;FV2228;F;4;10.5542,62.0775,10.6967,62.132
731;FV223;F;3;11.0582,60.7917,11.0787,60.7962
732;FV2230;F;4;10.5176,62.0995,10.5681,62.1306
733;FV2232;F;4;10.6164,62.1799,10.6483,62.221
734;FV2236;F;4;10.6063,62.1097,10.6206,62.1127
735;FV2238;F;4;9.7866,62.1492,9.8717,62.1924
736;FV224;F;3;11.0681,60.7952,11.1306,60.815
737;FV2240;F;4;9.9784,62.1286,10.0432,62.1409
738;FV2242;F;4;9.8094,62.1596,9.858,62.1803
739;FV2244;F;4;10.5236,62.2595,10.6693,62.3114
740;FV2246;F;4;10.6511,62.3618,10.657,62.3701
741;FV2248;F;4;10.736,62.2833,10.7651,62.3049
742;FV225;F;3;11.1375,60.7894,11.3056,60.8024
743;FV2250;F;4;10.7612,62.2867,10.8097,62.2954
744;FV2252;F;4;10.6489,62.2185,10.6611,62.22
745;FV2254;F;4;10.8742,62.3381,10.8943,62.3402
746;FV2256;F;4;10.8675,62.3739,10.9015,62.4148
747;FV2258;F;4;10.8703,62.4124,10.9933,62.4215
748;FV2260;F;4;10.8356,62.3803,10.9245,62.4244
749;FV2261;F;4;10.8683,62.4145,10.9142,62.4607
750;FV2262;F;4;11.1815,62.3604,11.2063,62.3676
751;FV2264;F;4;11.0213,62.4993,11.169,62.5299
752;FV2266;F;4;11.1023,62.5015,11.1814,62.5444
753;FV2268;F;4;11.1022,62.4995,11.2214,62.5444
754;FV227;F;3;10.9535,60.828,11.2691,60.8798
755;FV2274;F;4;10.4193,60.3003,10.4462,60.3239
756;FV2276;F;4;10.4614,60.2666,10.5051,60.292
757;FV2278;F;4;10.4128,60.2852,10.5697,60.3036
758;FV228;F;3;10.7476,60.9108,10.8152,60.9479
759;FV2280;F;4;10.4979,60.2672,10.6103,60.2964
760;FV2282;F;4;10.4822,60.302,10.584,60.3194
761;FV2284;F;4;10.6132,60.2423,10.6623,60.2574
762;FV2286;F;4;10.5749,60.2566,10.6529,60.2933
763;FV2288;F;4;10.5754,60.3124,10.6517,60.3453
764;FV2289;F;4;10.395,60.3232,10.5747,60.3485
765;FV229;F;3;10.6787,61.0962,10.7075,61.1643
766;FV2290;F;4;10.5832,60.2951,10.5946,60.3013
767;FV2294;F;4;10.5671,60.2939,10.5954,60.3098
768;FV2296;F;4;10.6355,60.2864,10.6729,60.3045
769;FV230;F;3;7.503,58.0159,7.5171,58.0352
770;FV2300;F;4;10.5665,60.1518,10.7415,60.3878
771;FV2304;F;4;10.5012,60.3403,10.5461,60.3627
772;FV2306;F;4;10.4067,60.3408,10.5729,60.3702
773;FV2308;F;4;10.4584,60.3514,10.4975,60.3852
774;FV231;F;3;11.9767,60.195,12.0056,60.2034
775;FV2310;F;4;10.4953,60.3861,10.5382,60.4043
776;FV2312;F;4;10.4781,60.3702,10.5447,60.3949
777;FV2314;F;4;10.4755,60.4031,10.4862,60.4274
778;FV2316;F;4;10.471,60.4226,10.5051,60.4706
779;FV2318;F;4;10.4993,60.4681,10.5225,60.5024
780;FV232;F;3;12.0137,60.4564,12.0582,60.4669
781;FV2320;F;4;10.0875,60.51,10.2847,60.5412
782;FV2322;F;4;10.2467,60.4763,10.2611,60.5124
783;FV2324;F;4;10.5352,60.3584,10.5898,60.4046
784;FV2326;F;4;10.5659,60.3751,10.5914,60.4278
785;FV2328;F;4;10.5345,60.4043,10.5781,60.4279
786;FV2330;F;4;10.5888,60.3605,10.6269,60.3765
787;FV2332;F;4;10.5837,60.3447,10.5944,60.3599
788;FV2334;F;4;10.542,60.3661,10.5617,60.3954
789;FV2336;F;4;10.3366,60.5122,10.3416,60.5229
790;FV2338;F;4;10.8108,60.6264,10.9356,60.6648
791;FV2340;F;4;10.8512,60.633,10.9135,60.6816
792;FV2342;F;4;10.7526,60.6462,10.812,60.6666
793;FV2344;F;4;10.7314,60.5858,10.7734,60.6129
794;FV2346;F;4;10.7009,60.6129,10.7666,60.6695
795;FV2347;F;4;10.7309,60.6021,10.7398,60.6055
796;FV2348;F;4;10.6415,60.6014,10.731,60.6068
797;FV235;F;3;11.3674,60.8849,11.5658,61.1341
798;FV2350;F;4;10.6133,60.6681,10.6925,60.7261
799;FV2352;F;4;10.722,60.5945,10.7366,60.6456
800;FV2354;F;4;10.7444,60.6879,10.8113,60.7531
801;FV2356;F;4;10.7951,60.6789,10.8129,60.6937
802;FV2358;F;4;10.7969,60.6964,10.8465,60.739
803;FV236;F;3;12.2474,61.297,12.2667,61.304
804;FV2360;F;4;10.703,60.6929,10.8239,60.7097
805;FV2362;F;4;10.6164,60.7178,10.8355,60.7425
806;FV2364;F;4;10.8577,60.6779,10.8761,60.7143
807;FV2366;F;4;10.8449,60.6716,10.9098,60.7143
808;FV2368;F;4;10.6057,60.6861,10.686,60.8335
809;FV237;F;3;11.2142,61.2011,11.5019,61.6959
810;FV2370;F;4;10.6419,60.6057,10.7166,60.7892
811;FV2372;F;4;10.6025,60.6398,10.6596,60.6486
812;FV2374;F;4;10.6655,60.6388,10.7225,60.6586
813;FV2376;F;4;10.3595,60.6264,10.6127,60.7229
814;FV2378;F;4;10.617,60.6762,10.6957,60.7082
815;FV2380;F;4;10.5739,60.5163,10.6358,60.6326
816;FV2382;F;4;10.5706,60.6776,10.6142,60.6854
817;FV2384;F;4;10.2394,60.7994,10.2663,60.8059
818;FV2386;F;4;10.2923,60.7065,10.3511,60.7824
819;FV2388;F;4;10.2221,60.7908,10.6947,60.8331
820;FV2390;F;4;10.1801,60.8326,10.2905,60.8469
821;FV2392;F;4;10.3283,60.5385,10.3353,60.5608
822;FV2394;F;4;10.2201,60.7582,10.2498,60.7613
823;FV2396;F;4;10.4235,60.6681,10.4457,60.688
824;FV2398;F;4;10.5529,60.7494,10.6238,60.7974
825;FV24;F;2;11.1939,60.254,11.6847,60.7244
826;FV240;F;3;10.3845,60.2544,10.5084,60.4175
827;FV2400;F;4;10.5628,60.7965,10.5644,60.8
828;FV2402;F;4;10.5781,60.7554,10.6318,60.7708
829;FV2404;F;4;10.5372,60.7885,10.6491,60.8031
830;FV2406;F;4;10.6489,60.7895,10.6578,60.7973
831;FV2408;F;4;10.4418,60.7991,10.5413,60.8769
832;FV241;F;3;10.272,60.1354,10.4071,60.2382
833;FV2410;F;4;10.6562,60.8254,10.6797,60.8882
834;FV2412;F;4;10.5003,60.8349,10.664,60.8429
835;FV2414;F;4;10.3465,60.8768,10.6468,60.8971
836;FV2416;F;4;10.0604,60.8376,10.3309,60.903
837;FV2418;F;4;10.6098,60.8904,10.661,60.9532
838;FV2420;F;4;10.3746,60.9581,10.6069,60.9844
839;FV2424;F;4;9.837,60.9644,10.1114,61.0338
840;FV2426;F;4;9.9048,60.8221,10.0734,60.8354
841;FV2428;F;4;9.8463,60.8399,9.8902,60.8608
842;FV243;F;3;9.5757,60.5442,9.9878,60.6382
843;FV2430;F;4;9.8759,60.8393,10.0196,60.8628
844;FV2432;F;4;10.0281,60.8379,10.0947,60.9734
845;FV2434;F;4;9.9717,60.9264,10.0765,60.9741
846;FV2436;F;4;9.8713,61.0002,10.0228,61.1323
847;FV2438;F;4;10.0779,60.9996,10.0938,61.0283
848;FV244;F;3;10.6592,60.559,10.8139,60.6789
849;FV2440;F;4;10.1126,60.9342,10.1393,60.9716
850;FV2442;F;4;9.2177,60.9866,10.1476,61.2028
851;FV2444;F;4;9.5521,60.8126,9.6406,60.8862
852;FV2446;F;4;9.2864,60.8227,9.5445,60.96
853;FV2448;F;4;9.3985,60.8259,9.4979,60.8409
854;FV245;F;3;10.069,60.2372,10.3965,60.8285
855;FV2450;F;4;9.5015,60.822,9.5548,60.8587
856;FV2454;F;4;9.7123,60.5559,9.7526,60.5847
857;FV2456;F;4;9.7217,60.6199,9.7815,60.6475
858;FV2458;F;4;9.6645,60.644,9.8814,60.7587
859;FV246;F;3;10.6094,60.6454,10.824,60.6861
860;FV2460;F;4;9.6578,60.7148,9.7083,60.7637
861;FV2462;F;4;9.5281,60.7909,9.5559,60.8226
862;FV2464;F;4;9.5952,60.798,9.7793,60.8265
863;FV2466;F;4;9.6109,60.8594,9.645,60.8886
864;FV2468;F;4;9.6379,60.9018,9.6908,60.9133
865;FV247;F;3;10.3481,60.7012,10.3778,60.7799
866;FV2472;F;4;9.5969,60.9931,9.6954,61.0302
867;FV2474;F;4;9.5417,60.9675,9.6231,61.0104
868;FV2476;F;4;8.845,60.9618,9.2857,61.1333
869;FV2478;F;4;9.2796,60.9058,9.3391,60.9268
870;FV2480;F;4;9.2936,60.9996,9.3002,61.0054
871;FV2482;F;4;9.2368,60.9714,9.2929,60.9905
872;FV2484;F;4;8.9814,60.9958,9.1181,61.0987
873;FV2486;F;4;9.0291,60.9951,9.0925,61.009
874;FV2488;F;4;9.048,61.0581,9.1085,61.07
875;FV249;F;3;10.1248,60.8731,10.6716,60.9405
876;FV2490;F;4;9.0547,61.0319,9.1756,61.1315
877;FV2492;F;4;9.1642,61.0108,9.2283,61.0634
878;FV2494;F;4;9.407,60.9249,9.4193,60.9397
879;FV2498;F;4;9.1873,61.0273,9.2275,61.049
880;FV250;F;3;10.0477,60.8287,10.4338,61.0576
881;FV2500;F;4;9.0924,61.0949,9.1286,61.1252
882;FV2502;F;4;9.1425,61.0634,9.1719,61.0805
883;FV2504;F;4;9.0401,61.1429,9.099,61.168
884;FV2506;F;4;8.7682,61.2119,8.9477,61.2587
885;FV2508;F;4;8.8659,61.1463,8.982,61.1981
886;FV251;F;3;9.5705,60.827,9.7974,61.0398
887;FV2510;F;4;8.3906,61.1327,8.9247,61.181
888;FV2511;F;4;8.6655,61.1532,8.679,61.1586
889;FV2512;F;4;8.9862,61.0382,9.0256,61.0556
890;FV2513;F;4;8.3867,61.1615,8.4208,61.1828
891;FV2514;F;4;8.7953,61.1274,8.8511,61.1339
892;FV2515;F;4;8.1339,61.1784,8.2356,61.2016
893;FV2516;F;4;8.6961,61.1505,8.7312,61.1708
894;FV2518;F;4;10.3141,61.0479,10.4352,61.1125
895;FV252;F;3;8.2302,61.2308,8.2997,61.3754
896;FV2520;F;4;10.461,61.1182,10.6179,61.1828
897;FV2522;F;4;9.5513,61.1308,10.4473,61.6779
898;FV2524;F;4;10.137,61.1001,10.4365,61.1965
899;FV2526;F;4;10.2747,61.1121,10.4214,61.1916
900;FV2528;F;4;10.1287,61.1525,10.3916,61.2948
901;FV253;F;3;10.3847,61.105,10.4443,61.1563
902;FV2530;F;4;10.1593,61.1659,10.3966,61.2782
903;FV2532;F;4;9.7158,61.1564,10.4386,61.5951
904;FV2534;F;4;10.4617,61.0371,10.4863,61.0672
905;FV2536;F;4;10.4748,61.0665,10.6724,61.0926
906;FV2538;F;4;10.4296,60.9163,10.663,61.0461
907;FV254;F;3;10.145,61.2282,10.3038,61.3127
908;FV2540;F;4;10.4299,61.0505,10.4419,61.1053
909;FV2542;F;4;10.1097,61.2759,10.157,61.2919
910;FV2544;F;4;10.0812,61.2942,10.1877,61.3383
911;FV2546;F;4;10.1866,61.2954,10.1994,61.3104
912;FV2548;F;4;10.192,61.237,10.2248,61.2607
913;FV255;F;3;9.3995,61.1465,10.4161,61.6032
914;FV2550;F;4;10.2611,61.2158,10.3169,61.24
915;FV2552;F;4;9.7632,61.3153,9.8822,61.352
916;FV2554;F;4;10.2937,61.3127,10.3092,61.3633
