;vegnr;vegkategori;Antall siffer;bbox
917;FV2556;F;4;10.2998,61.3025,10.3276,61.3357
918;FV2558;F;4;10.3034,61.2879,10.3481,61.3025
919;FV256;F;3;10.0647,59.0868,10.3526,59.2944
920;FV2560;F;4;10.3464,61.2068,10.4627,61.2977
921;FV2562;F;4;10.296,61.3117,10.2969,61.312
922;FV2564;F;4;10.2304,61.2974,10.2739,61.312
923;FV2566;F;4;10.1941,61.3864,10.2565,61.4563
924;FV2568;F;4;10.1925,61.4568,10.3404,61.4734
925;FV257;F;3;9.0806,61.6783,9.5501,61.7601
926;FV2570;F;4;10.1423,61.4716,10.2214,61.5369
927;FV2572;F;4;10.1279,61.4343,10.1788,61.4489
928;FV2574;F;4;9.9788,61.5931,10.0524,61.6663
929;FV2576;F;4;10.1392,61.5291,10.1458,61.5322
930;FV2578;F;4;10.0905,61.5299,10.1403,61.5505
931;FV258;F;3;7.2631,61.9368,7.6324,62.0136
932;FV2580;F;4;9.98,61.5267,10.0136,61.5357
933;FV2582;F;4;9.9462,61.5233,9.9784,61.5351
934;FV2584;F;4;9.7661,61.5012,9.8674,61.5769
935;FV2586;F;4;9.5415,61.6788,9.5493,61.6819
936;FV2588;F;4;9.8468,61.5552,9.9408,61.5666
937;FV2590;F;4;9.9339,61.5578,10.0327,61.5647
938;FV2592;F;4;9.8759,61.5583,9.968,61.6089
939;FV2594;F;4;9.7463,61.595,9.7486,61.596
940;FV2596;F;4;9.7405,61.5908,9.7627,61.5994
941;FV2598;F;4;9.5142,61.5994,9.7276,61.6815
942;FV26;F;2;10.9912,61.047,12.5964,62.4127
943;FV2600;F;4;9.5296,61.6806,9.5475,61.7709
944;FV2602;F;4;9.6783,61.665,9.7324,61.7471
945;FV2604;F;4;9.685,61.6452,9.743,61.6707
946;FV2606;F;4;9.7575,61.5924,9.8123,61.6091
947;FV2608;F;4;9.6937,61.542,9.7185,61.5855
948;FV2610;F;4;9.7023,61.571,9.7399,61.5783
949;FV2612;F;4;9.3795,61.497,9.4162,61.5296
950;FV2614;F;4;9.4126,61.7712,9.554,61.8496
951;FV2616;F;4;9.0999,61.7691,9.5338,61.8687
952;FV2618;F;4;9.4132,61.8763,9.4852,61.8944
953;FV2620;F;4;9.1843,61.8415,9.4126,61.8743
954;FV2622;F;4;9.3863,61.8262,9.4035,61.8415
955;FV2624;F;4;9.1914,61.6781,9.4721,61.7561
956;FV2626;F;4;9.1529,61.6548,9.2259,61.7277
957;FV2628;F;4;9.5474,61.7654,9.6835,61.8095
958;FV2630;F;4;9.0965,61.8687,9.1286,61.8774
959;FV2632;F;4;8.9396,61.8773,9.0981,61.9306
960;FV2634;F;4;8.9732,61.8602,9.0965,61.8783
961;FV2636;F;4;9.2258,61.7581,9.2844,61.8211
962;FV2638;F;4;8.4437,61.7912,8.5611,61.8399
963;FV2640;F;4;8.5728,61.8393,9.1018,61.874
964;FV2642;F;4;8.242,61.7126,8.3142,61.7265
965;FV2644;F;4;8.6654,61.8622,8.7414,61.8757
966;FV2646;F;4;8.3237,61.8686,8.5127,61.888
967;FV2648;F;4;8.2455,61.8734,8.3277,61.8908
968;FV2650;F;4;8.0916,61.8909,8.2527,61.9207
969;FV2652;F;4;7.8411,61.8983,8.0933,61.9148
970;FV2654;F;4;9.1254,62.0704,9.1258,62.0739
971;FV2656;F;4;9.129,61.9172,9.3588,62.0568
972;FV2658;F;4;9.2358,61.9639,9.2481,61.9844
973;FV2660;F;4;8.8542,62.0584,9.1235,62.1184
974;FV2662;F;4;9.1063,61.9978,9.223,62.0599
975;FV2664;F;4;9.5445,62.2205,9.5504,62.2226
976;FV2666;F;4;8.8564,62.1184,8.8572,62.1184
977;FV2668;F;4;8.1559,62.2352,8.219,62.2483
978;FV2670;F;4;8.3543,62.2314,8.4199,62.2377
979;FV2680;F;4;10.4379,59.5456,10.4724,59.5577
980;FV2682;F;4;10.426,59.5577,10.4666,59.5634
981;FV2684;F;4;10.3137,59.6197,10.4693,59.7272
982;FV2686;F;4;10.4823,59.7148,10.5135,59.7767
983;FV2688;F;4;10.4386,59.7599,10.463,59.7724
984;FV2690;F;4;10.378,59.7407,10.3903,59.7466
985;FV2692;F;4;10.4456,59.6698,10.5276,59.7277
986;FV2694;F;4;10.2826,59.7516,10.2896,59.7678
987;FV2696;F;4;10.2675,59.9195,10.2946,59.9472
988;FV2698;F;4;10.2348,59.8818,10.2762,59.8938
989;FV27;F;2;9.9595,61.5493,10.2387,62.1325
990;FV2700;F;4;10.2023,59.7879,10.263,59.9024
991;FV2702;F;4;10.257,59.7607,10.2739,59.7658
992;FV2704;F;4;10.2192,59.7406,10.2421,59.7802
993;FV2706;F;4;10.1871,59.727,10.2196,59.7377
994;FV2708;F;4;10.0246,59.7437,10.1887,59.7527
995;FV271;F;3;7.5041,61.0535,7.5378,61.1076
996;FV2712;F;4;10.2586,59.7069,10.2665,59.7122
997;FV2714;F;4;10.2319,59.6492,10.2595,59.7263
998;FV2716;F;4;10.1527,59.6833,10.2517,59.7188
999;FV2718;F;4;10.2041,59.6684,10.2419,59.7297
1000;FV2722;F;4;10.0263,59.718,10.1989,59.7507
1001;FV2724;F;4;10.118,59.746,10.2298,59.763
1002;FV2726;F;4;10.225,59.7238,10.2529,59.7299
1003;FV2728;F;4;10.2016,59.7302,10.2236,59.7395
1004;FV2729;F;4;10.1645,59.7465,10.1912,59.7488
1005;FV2730;F;4;10.1621,59.7465,10.1645,59.7511
1006;FV2731;F;4;10.112,59.7507,10.1459,59.7577
1007;FV2732;F;4;9.8988,59.7476,10.0246,59.7629
1008;FV2734;F;4;9.8699,59.7509,9.8872,59.775
1009;FV2736;F;4;9.873,59.7679,9.913,59.8458
1010;FV2738;F;4;9.5239,59.845,9.8841,59.9287
1011;FV2740;F;4;9.5706,59.8366,9.873,59.8972
1012;FV2742;F;4;9.8402,59.6259,9.9508,59.6962
1013;FV2744;F;4;9.868,59.731,9.9657,59.7501
1014;FV2746;F;4;9.8846,59.734,9.9012,59.7608
1015;FV2748;F;4;9.8492,59.7335,9.8689,59.7352
1016;FV2750;F;4;9.8496,59.7023,9.8653,59.7246
1017;FV2752;F;4;9.7955,59.6932,9.8628,59.7066
1018;FV2754;F;4;9.7391,59.6475,9.8148,59.6941
1019;FV2756;F;4;9.7788,59.6935,9.7945,59.7026
1020;FV2757;F;4;9.6694,59.6675,9.7829,59.6994
1021;FV2758;F;4;9.7663,59.6713,9.8742,59.7456
1022;FV2760;F;4;9.7962,59.4677,10.0178,59.551
1023;FV2762;F;4;9.7906,59.4033,9.9571,59.5074
1024;FV2764;F;4;9.7557,59.5485,9.8188,59.6092
1025;FV2766;F;4;9.6556,59.5936,9.7567,59.6217
1026;FV2768;F;4;9.6104,59.5512,9.6653,59.6043
1027;FV2770;F;4;9.6286,59.612,9.6556,59.625
1028;FV2774;F;4;9.5787,59.6711,9.6556,59.7928
1029;FV2775;F;4;9.6495,59.6702,9.6532,59.6715
1030;FV2777;F;4;9.633,59.6202,9.6828,59.6261
1031;FV2779;F;4;9.5742,59.6226,9.6475,59.6506
1032;FV2780;F;4;9.5882,59.6761,9.6996,59.7788
1033;FV2782;F;4;9.3266,59.7918,9.5768,59.9428
1034;FV2784;F;4;9.4974,59.9283,9.5806,59.9529
1035;FV2786;F;4;9.4346,59.8628,9.5196,59.8956
1036;FV2788;F;4;9.3668,59.9017,9.402,59.9181
1037;FV279;F;3;10.9311,59.3452,11.0045,59.4282
1038;FV2790;F;4;9.2935,59.9836,9.3432,59.9922
1039;FV2792;F;4;9.1485,59.9778,9.2935,60.0484
1040;FV2794;F;4;9.1015,60.03,9.155,60.0436
1041;FV2796;F;4;9.0735,60.0429,9.1452,60.0889
1042;FV2798;F;4;8.9883,60.0992,9.0679,60.2069
1043;FV28;F;2;11.2467,62.111,11.7946,62.4973
1044;FV280;F;3;9.6237,59.979,9.9902,60.2946
1045;FV2800;F;4;9.0152,60.1851,9.0486,60.2472
1046;FV2802;F;4;8.9991,60.2388,9.0091,60.2474
1047;FV2804;F;4;8.993,60.2603,9.0098,60.284
1048;FV2806;F;4;8.3708,60.2666,8.9704,60.4908
1049;FV2808;F;4;8.8624,60.2663,8.9392,60.2897
1050;FV281;F;3;10.4652,59.534,10.6158,59.6639
1051;FV2810;F;4;8.7514,60.2612,8.8507,60.2727
1052;FV2812;F;4;8.456,60.299,8.5532,60.3185
1053;FV2814;F;4;8.5605,59.9955,8.8377,60.2669
1054;FV2816;F;4;9.5757,59.9383,9.7566,59.9775
1055;FV2818;F;4;9.6345,59.9774,9.7553,60.0425
1056;FV282;F;3;10.2294,59.743,10.2905,59.816
1057;FV2820;F;4;9.4649,60.041,9.6374,60.0916
1058;FV2822;F;4;9.4729,59.8348,9.591,60.0411
1059;FV2824;F;4;9.4517,60.0908,9.4636,60.1235
1060;FV2826;F;4;9.9699,59.988,10.0024,60.0086
1061;FV2828;F;4;10.0,60.0045,10.0065,60.0217
1062;FV283;F;3;9.9185,59.734,10.2281,59.778
1063;FV2830;F;4;9.996,60.0175,10.049,60.0538
1064;FV2832;F;4;9.9269,59.8927,10.001,59.96
1065;FV2834;F;4;9.8987,59.9162,9.9677,59.9424
1066;FV2836;F;4;9.8741,59.9158,9.9039,59.9502
1067;FV2838;F;4;9.9134,59.8919,9.915,59.8944
1068;FV284;F;3;9.9821,59.8898,10.2991,60.0152
1069;FV2840;F;4;9.8475,59.8983,9.921,60.0293
1070;FV2842;F;4;9.8746,59.846,9.9106,59.8978
1071;FV2844;F;4;9.844,59.865,9.8765,59.8722
1072;FV2846;F;4;9.7455,59.9251,9.8437,59.9722
1073;FV2848;F;4;10.262,59.9927,10.2971,60.0526
1074;FV285;F;3;10.2402,59.7684,10.3471,59.9813
1075;FV2850;F;4;10.2795,60.0627,10.3599,60.1399
1076;FV2852;F;4;10.2855,60.11,10.3128,60.1318
1077;FV2854;F;4;10.1728,60.0627,10.2868,60.1299
1078;FV2856;F;4;10.1777,60.0594,10.233,60.0871
1079;FV2858;F;4;10.1976,60.1284,10.2559,60.1374
1080;FV286;F;3;9.6531,59.6227,9.7666,59.6717
1081;FV2860;F;4;10.2616,60.1656,10.3258,60.1717
1082;FV2862;F;4;10.3261,60.1627,10.3548,60.1697
1083;FV2864;F;4;10.3205,60.1793,10.3309,60.1957
1084;FV2866;F;4;10.3192,60.1668,10.3221,60.1724
1085;FV2868;F;4;10.2466,60.1641,10.2553,60.1702
1086;FV2869;F;4;10.2564,60.1622,10.2576,60.1642
1087;FV287;F;3;9.1778,59.888,9.9269,60.4875
1088;FV2870;F;4;10.2173,60.1737,10.2291,60.196
1089;FV2872;F;4;10.021,60.1704,10.2448,60.4642
1090;FV2874;F;4;10.1596,60.1364,10.1853,60.1934
1091;FV2876;F;4;10.1269,60.1744,10.2182,60.2033
1092;FV2878;F;4;10.0863,60.2031,10.1272,60.2105
1093;FV288;F;3;9.727,60.167,9.9179,60.242
1094;FV2880;F;4;10.0277,60.2014,10.0943,60.2078
1095;FV2882;F;4;9.9171,60.2082,9.981,60.2419
1096;FV2884;F;4;9.8472,60.2383,9.9496,60.3412
1097;FV2886;F;4;9.8327,60.2219,9.9238,60.2477
1098;FV2888;F;4;10.2842,60.1867,10.3324,60.1978
1099;FV289;F;3;10.4115,59.6122,10.5271,59.6698
1100;FV2890;F;4;10.3061,60.166,10.3224,60.1899
1101;FV2892;F;4;10.016,60.04,10.033,60.0433
1102;FV2894;F;4;9.6745,60.0358,9.7839,60.1272
1103;FV2896;F;4;9.6007,60.1214,9.7408,60.2597
1104;FV2898;F;4;9.7017,60.1756,9.7449,60.2322
1105;FV29;F;2;9.5503,62.1229,10.6087,62.2232
1106;FV290;F;3;10.2182,60.1485,10.2719,60.182
1107;FV2900;F;4;9.6327,60.3536,9.6517,60.3741
1108;FV2902;F;4;9.5629,60.3468,9.6157,60.3886
1109;FV2904;F;4;9.3549,60.4276,9.4732,60.4481
1110;FV2906;F;4;9.1604,60.5167,9.1902,60.5277
1111;FV2908;F;4;9.0532,60.5451,9.1581,60.6494
1112;FV2910;F;4;8.7897,60.4576,9.1132,60.5717
1113;FV2912;F;4;8.8587,60.7223,8.9717,60.7566
1114;FV2914;F;4;8.9677,60.699,8.972,60.7014
1115;FV2916;F;4;8.8443,60.6836,8.923,60.7169
1116;FV2918;F;4;8.67,60.7475,8.8688,60.8346
1117;FV2920;F;4;8.6161,60.8334,8.8579,60.884
1118;FV2922;F;4;8.6374,60.8272,8.6583,60.8387
1119;FV2924;F;4;8.5518,60.8379,8.6207,60.8631
1120;FV2926;F;4;8.7246,60.6639,8.7763,60.6814
1121;FV2928;F;4;8.6653,60.6581,8.7087,60.6748
1122;FV2930;F;4;8.2631,60.6487,8.6032,60.7037
1123;FV2932;F;4;8.5595,60.6266,8.5628,60.6285
1124;FV2934;F;4;8.4141,60.6241,8.5544,60.6448
1125;FV2936;F;4;8.5268,60.6303,8.5586,60.6402
1126;FV2938;F;4;8.4408,60.4115,8.4993,60.4194
1127;FV2940;F;4;10.242,59.7278,10.2482,59.7295
1128;FV2962;F;4;9.817,59.0636,9.9658,59.0869
1129;FV2964;F;4;10.0353,59.0008,10.0448,59.0027
1130;FV2966;F;4;10.0221,59.0012,10.0346,59.0035
1131;FV2968;F;4;9.9641,58.9982,10.0362,59.0279
1132;FV2970;F;4;9.855,58.9674,9.8709,58.9889
1133;FV2972;F;4;9.858,58.9934,9.873,58.9941
1134;FV2974;F;4;9.9124,58.9757,9.9612,58.9935
1135;FV2976;F;4;9.9725,58.9957,9.9832,59.0104
1136;FV2978;F;4;10.0024,59.0075,10.0157,59.0216
1137;FV2980;F;4;9.8204,59.0009,9.8885,59.0818
1138;FV2982;F;4;9.8595,59.0703,9.9289,59.1345
1139;FV2984;F;4;10.036,59.0408,10.0539,59.0486
1140;FV2988;F;4;10.0257,59.0486,10.0361,59.0503
1141;FV2990;F;4;10.016,59.0535,10.0633,59.0819
1142;FV2992;F;4;10.0244,59.0507,10.0263,59.0532
1143;FV2994;F;4;10.0219,59.0521,10.0254,59.0536
1144;FV2996;F;4;10.0095,59.0502,10.0201,59.0527
1145;FV2998;F;4;10.0458,59.049,10.0608,59.0502
1146;FV30;F;2;10.2909,61.5626,11.4117,63.0353
1147;FV300;F;3;10.3316,59.2736,10.4339,59.2891
1148;FV3000;F;4;10.0445,59.0474,10.0531,59.0657
1149;FV3002;F;4;10.0474,59.0562,10.0656,59.0694
1150;FV3004;F;4;10.0291,59.0515,10.0352,59.0541
1151;FV3006;F;4;10.0318,59.0502,10.0548,59.0558
1152;FV3008;F;4;10.0287,59.0502,10.0323,59.0526
1153;FV301;F;3;9.8709,58.9854,10.0374,59.0515
1154;FV3010;F;4;10.0667,59.0311,10.126,59.054
1155;FV3012;F;4;10.1346,59.0134,10.1758,59.0376
1156;FV3014;F;4;10.1755,59.0252,10.1849,59.0602
1157;FV3016;F;4;10.1767,59.0409,10.2266,59.0613
1158;FV3018;F;4;10.1947,59.0609,10.2074,59.0691
1159;FV302;F;3;9.8709,58.9889,10.0104,59.0552
1160;FV3020;F;4;10.0729,59.0507,10.0906,59.0893
1161;FV3022;F;4;10.0953,59.056,10.1261,59.09
1162;FV3024;F;4;10.1006,59.09,10.1021,59.0922
1163;FV3026;F;4;10.0748,59.0893,10.1142,59.1069
1164;FV3028;F;4;10.1624,59.0638,10.2172,59.1309
1165;FV303;F;3;10.0126,59.0432,10.3662,59.2814
1166;FV3030;F;4;10.1112,59.102,10.223,59.1358
1167;FV3032;F;4;10.1495,59.0629,10.1675,59.1098
1168;FV3034;F;4;10.0607,59.1082,10.1159,59.1264
1169;FV3036;F;4;10.0515,59.0887,10.0778,59.1549
1170;FV3038;F;4;10.1123,59.1167,10.1324,59.1611
1171;FV304;F;3;9.9625,59.1442,10.1837,59.1927
1172;FV3040;F;4;10.067,59.1923,10.0878,59.2106
1173;FV3042;F;4;10.0715,59.1704,10.1436,59.2089
1174;FV3044;F;4;9.9018,59.1426,9.9868,59.1996
1175;FV3046;F;4;9.7222,59.1947,9.9613,59.2726
1176;FV3048;F;4;9.8974,59.1905,10.0008,59.4254
1177;FV305;F;3;10.1356,59.1323,10.2157,59.306
1178;FV3050;F;4;9.9558,59.3964,9.9769,59.4017
1179;FV3052;F;4;10.1742,59.1316,10.2483,59.1501
1180;FV3054;F;4;10.1597,59.1289,10.2112,59.1373
1181;FV3056;F;4;10.2362,59.0654,10.2692,59.1278
1182;FV3058;F;4;10.2315,59.0936,10.2632,59.124
1183;FV306;F;3;9.9325,59.2688,10.4322,59.399
1184;FV3060;F;4;10.2197,59.1265,10.2501,59.1336
1185;FV3062;F;4;10.2485,59.0802,10.297,59.1387
1186;FV3064;F;4;10.2444,59.141,10.3083,59.2038
1187;FV3066;F;4;10.2393,59.1649,10.3103,59.1816
1188;FV3068;F;4;10.2183,59.1341,10.2393,59.1923
1189;FV307;F;3;10.0884,59.2932,10.2006,59.3285
1190;FV3070;F;4;10.2037,59.1623,10.2183,59.1652
1191;FV3072;F;4;10.1742,59.1791,10.2784,59.2365
1192;FV3074;F;4;10.1645,59.2041,10.2372,59.2442
1193;FV3076;F;4;10.4009,59.0761,10.4513,59.1089
1194;FV3078;F;4;10.3996,59.1084,10.4179,59.1242
1195;FV308;F;3;10.3691,59.0592,10.4169,59.312
1196;FV3080;F;4;10.3904,59.1137,10.4098,59.166
1197;FV3082;F;4;10.3904,59.1444,10.4015,59.1506
1198;FV3084;F;4;10.4098,59.1495,10.4381,59.1568
1199;FV3086;F;4;10.3744,59.1952,10.406,59.1969
1200;FV3088;F;4;10.3654,59.175,10.4057,59.216
1201;FV309;F;3;10.415,59.1824,10.4592,59.2548
1202;FV3090;F;4;10.4086,59.1742,10.4477,59.1987
1203;FV3092;F;4;10.4077,59.2101,10.4384,59.2263
1204;FV3094;F;4;10.4385,59.2081,10.4524,59.2103
1205;FV3096;F;4;10.413,59.2208,10.4432,59.225
1206;FV3098;F;4;10.3859,59.2262,10.4153,59.2652
1207;FV31;F;2;11.3654,62.572,12.0735,62.6467
1208;FV310;F;3;10.3668,59.4087,10.491,59.4417
1209;FV3100;F;4;10.3879,59.2406,10.4067,59.2421
1210;FV3102;F;4;10.4079,59.2316,10.4696,59.2398
1211;FV3104;F;4;10.4124,59.2715,10.4266,59.274
1212;FV3106;F;4;10.4269,59.2737,10.4722,59.349
1213;FV3108;F;4;10.4067,59.2759,10.4117,59.2766
1214;FV311;F;3;10.4169,59.2622,10.4973,59.3521
1215;FV3110;F;4;10.1835,59.1633,10.2024,59.1691
1216;FV3112;F;4;10.4119,59.2739,10.4239,59.2777
1217;FV3114;F;4;10.4141,59.277,10.4202,59.2818
1218;FV3116;F;4;10.4146,59.2837,10.4429,59.3046
1219;FV3118;F;4;10.4045,59.2677,10.4087,59.2713
1220;FV312;F;3;10.0923,59.2801,10.33,59.5119
1221;FV3120;F;4;10.402,59.2702,10.4096,59.2799
1222;FV3122;F;4;10.413,59.2684,10.4312,59.2737
1223;FV3124;F;4;10.4426,59.2454,10.4882,59.2712
1224;FV3126;F;4;10.4447,59.2575,10.4751,59.2736
1225;FV3128;F;4;10.4527,59.2609,10.4936,59.2754
1226;FV313;F;3;10.2092,59.4486,10.3577,59.6546
1227;FV3130;F;4;10.174,59.2407,10.3263,59.2785
1228;FV3132;F;4;10.332,59.2841,10.337,59.285
1229;FV3134;F;4;10.2044,59.2891,10.3317,59.3822
1230;FV3136;F;4;10.2972,59.2899,10.3255,59.2923
1231;FV3138;F;4;10.4056,59.2929,10.4214,59.2979
1232;FV314;F;3;10.2102,59.4312,10.3168,59.4781
1233;FV3140;F;4;10.4108,59.3402,10.4277,59.3844
1234;FV3142;F;4;10.423,59.3046,10.4416,59.3313
1235;FV3144;F;4;10.4678,59.2933,10.4739,59.3322
1236;FV3146;F;4;10.4469,59.3017,10.4878,59.3056
1237;FV3148;F;4;10.4429,59.2797,10.4654,59.3014
1238;FV315;F;3;10.2124,59.4696,10.3304,59.5092
1239;FV3150;F;4;10.4646,59.2778,10.5017,59.2958
1240;FV3152;F;4;10.3792,59.313,10.406,59.3216
1241;FV3154;F;4;10.3112,59.2012,10.3367,59.2246
1242;FV3156;F;4;10.3364,59.2177,10.3393,59.2246
1243;FV3158;F;4;10.2416,59.2059,10.3021,59.2218
1244;FV316;F;3;10.6841,59.4442,10.7312,59.5153
1245;FV3160;F;4;10.2384,59.2216,10.3058,59.2887
1246;FV3162;F;4;10.0446,59.1989,10.1007,59.2533
1247;FV3164;F;4;10.106,59.2056,10.1172,59.2317
1248;FV3166;F;4;10.1346,59.2089,10.138,59.2142
1249;FV3168;F;4;10.0869,59.2274,10.1375,59.2986
1250;FV317;F;3;10.6219,59.4331,10.6532,59.4358
1251;FV3170;F;4;10.1294,59.2679,10.1635,59.2936
1252;FV3172;F;4;10.0969,59.3059,10.1816,59.3456
1253;FV3174;F;4;10.1126,59.3661,10.1281,59.4276
1254;FV3176;F;4;10.3623,59.3091,10.3818,59.4024
1255;FV3178;F;4;10.2633,59.3562,10.4383,59.3763
1256;FV3180;F;4;10.3644,59.3774,10.4214,59.4221
1257;FV3182;F;4;10.3822,59.3851,10.4335,59.4259
1258;FV3184;F;4;10.3168,59.4207,10.3465,59.4748
1259;FV3186;F;4;10.2381,59.415,10.3631,59.4326
1260;FV3188;F;4;10.4711,59.4042,10.4851,59.4119
1261;FV319;F;3;10.0762,59.5336,10.4115,59.7313
1262;FV3190;F;4;10.4568,59.4044,10.4758,59.4262
1263;FV3192;F;4;10.4662,59.406,10.4732,59.4084
1264;FV3194;F;4;10.4544,59.4007,10.4662,59.4271
1265;FV3196;F;4;10.4661,59.41,10.4782,59.4108
1266;FV32;F;2;9.6026,59.1218,10.2082,59.5136
1267;FV3200;F;4;10.4796,59.4175,10.4845,59.4206
1268;FV3202;F;4;10.4883,59.4213,10.4902,59.4272
1269;FV3204;F;4;10.4622,59.3849,10.4835,59.4172
1270;FV3206;F;4;10.2927,59.3317,10.3304,59.4712
1271;FV3208;F;4;10.2687,59.4176,10.2789,59.4478
1272;FV3210;F;4;10.258,59.4481,10.3003,59.4871
1273;FV3212;F;4;10.2377,59.4191,10.252,59.4856
1274;FV3214;F;4;10.1242,59.4301,10.2102,59.4395
1275;FV3216;F;4;10.2578,59.3369,10.3111,59.3448
1276;FV3218;F;4;10.2462,59.3511,10.2635,59.3704
1277;FV3220;F;4;10.2371,59.369,10.2544,59.3837
1278;FV3222;F;4;10.2038,59.3874,10.2374,59.4182
1279;FV3226;F;4;10.0199,59.439,10.1055,59.451
1280;FV3228;F;4;9.9088,59.3477,9.927,59.3524
1281;FV3230;F;4;9.9828,59.4254,9.9972,59.4671
1282;FV3232;F;4;10.0754,59.4803,10.0956,59.4998
1283;FV3234;F;4;10.0813,59.5101,10.0901,59.5301
1284;FV3236;F;4;10.0392,59.5618,10.1204,59.6033
1285;FV3238;F;4;10.0597,59.578,10.0725,59.5807
1286;FV3240;F;4;10.3176,59.4758,10.3304,59.4876
1287;FV3242;F;4;10.2824,59.4888,10.3112,59.5007
1288;FV3244;F;4;10.2512,59.48,10.2676,59.5004
1289;FV3248;F;4;10.208,59.5867,10.2409,59.6434
1290;FV325;F;3;10.404,59.2627,10.4638,59.3847
1291;FV3250;F;4;10.2005,59.585,10.2365,59.6707
1292;FV3252;F;4;10.2115,59.6465,10.2322,59.6482
1293;FV3254;F;4;10.4064,59.6072,10.4109,59.6273
1294;FV3256;F;4;10.3737,59.542,10.3824,59.5458
1295;FV3260;F;4;9.6886,59.0826,9.818,59.1223
1296;FV3262;F;4;9.7068,59.0892,9.813,59.1791
1297;FV3266;F;4;9.6516,59.1149,9.6985,59.1281
1298;FV3268;F;4;9.6617,59.1482,9.6885,59.1667
1299;FV3270;F;4;9.6059,59.1618,9.6637,59.2181
1300;FV3272;F;4;9.6636,59.1657,9.7257,59.2021
1301;FV3274;F;4;9.6184,59.1795,9.6779,59.2366
1302;FV3276;F;4;9.6625,59.1909,9.7159,59.2002
1303;FV3278;F;4;9.6217,59.2099,9.6431,59.2389
1304;FV3280;F;4;9.5346,59.2213,9.6045,59.4
1305;FV3282;F;4;9.2997,59.2178,9.6038,59.4018
1306;FV3284;F;4;9.5557,59.2043,9.5869,59.2441
1307;FV3286;F;4;9.5557,59.2551,9.5678,59.2723
1308;FV3288;F;4;9.6572,59.2754,9.7129,59.4117
1309;FV3290;F;4;9.6032,59.1464,9.6149,59.1869
1310;FV3292;F;4;9.5979,59.1351,9.6337,59.1499
1311;FV3294;F;4;9.5688,59.1725,9.5939,59.1751
1312;FV3296;F;4;9.5186,59.1711,9.566,59.1853
1313;FV3298;F;4;9.5124,59.1425,9.5276,59.1843
1314;FV33;F;2;9.4591,60.3889,11.2168,60.8966
1315;FV3300;F;4;9.5287,59.1804,9.57,59.2052
1316;FV3302;F;4;9.4553,59.2144,9.5218,59.2421
1317;FV3304;F;4;9.4107,59.1917,9.4407,59.193
1318;FV3306;F;4;9.3829,59.1748,9.4177,59.2108
1319;FV3308;F;4;9.3629,59.112,9.4335,59.1244
1320;FV3310;F;4;9.0052,59.0918,9.117,59.3007
1321;FV3312;F;4;8.9418,59.1471,9.0507,59.2139
1322;FV3314;F;4;9.1038,59.2656,9.1777,59.2995
1323;FV3316;F;4;9.1054,59.292,9.2125,59.3121
1324;FV3318;F;4;9.0413,59.3166,9.1188,59.3828
1325;FV3320;F;4;8.6959,59.2923,9.0469,59.3405
1326;FV3322;F;4;8.9749,59.2968,9.1079,59.3271
1327;FV3324;F;4;8.5202,59.2172,8.7875,59.3554
1328;FV3326;F;4;8.6998,59.3405,8.7957,59.43
1329;FV3328;F;4;8.6304,59.4167,8.9068,59.4778
1330;FV3330;F;4;9.0682,59.4131,9.2137,59.5676
1331;FV3332;F;4;9.0069,59.4442,9.0717,59.4769
1332;FV3334;F;4;8.8998,59.4125,9.0625,59.432
1333;FV3336;F;4;9.0785,59.3892,9.182,59.4293
1334;FV3338;F;4;9.1153,59.4116,9.1311,59.4222
1335;FV334;F;3;5.6557,58.8212,5.7584,58.8727
1336;FV3340;F;4;9.2419,59.391,9.3294,59.4606
1337;FV3342;F;4;9.194,59.4607,9.3083,59.5613
1338;FV3344;F;4;9.2569,59.565,9.2832,59.7264
1339;FV3346;F;4;9.1114,59.5594,9.2707,59.6966
1340;FV3348;F;4;9.6923,59.0464,9.738,59.0526
1341;FV3350;F;4;9.7,59.0024,9.7456,59.0421
1342;FV3352;F;4;9.6728,59.0143,9.7202,59.0245
1343;FV3354;F;4;9.67,59.0426,9.6937,59.0506
1344;FV3356;F;4;9.6098,59.0094,9.6628,59.0446
1345;FV3358;F;4;9.5396,59.0125,9.6098,59.024
1346;FV3360;F;4;9.5379,58.9308,9.6562,58.9966
1347;FV3362;F;4;9.3795,58.9015,9.5405,58.9574
1348;FV3364;F;4;9.3745,58.9602,9.461,59.0028
1349;FV3366;F;4;9.3191,58.9289,9.3334,58.9668
1350;FV3368;F;4;9.3473,58.8748,9.3668,58.8864
1351;FV3370;F;4;9.374,58.8663,9.4146,58.872
1352;FV3372;F;4;9.3725,58.7888,9.4336,58.8059
1353;FV3374;F;4;9.1316,58.8936,9.2811,58.979
1354;FV3378;F;4;8.3959,58.9427,8.5055,58.9601
1355;FV3380;F;4;8.4514,59.0115,8.5251,59.1802
1356;FV3382;F;4;8.5044,59.1537,8.5398,59.1606
1357;FV3384;F;4;8.0227,58.8008,8.5172,59.2029
1358;FV3386;F;4;7.9611,59.0566,8.0283,59.0757
1359;FV3388;F;4;7.8904,59.2288,8.0812,59.2476
1360;FV3390;F;4;7.9112,59.2787,8.0897,59.3215
1361;FV3392;F;4;8.1657,59.3159,8.4345,59.3624
1362;FV3394;F;4;8.1522,59.3638,8.1883,59.4097
